"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 62",20,30,31,15,35,10,15,11,40,24,23,8,21,18,4,9,8,13,8,78,40,22,11,16,27,7,4,5,12,7,0,10,6,14,0,3,17,19,51,14,7,3,9,13,7,6,0,3,17,0,7,0,0,16,4,3,3,21,11,24,15,0,3,9,0,1,2,1,0,0,4,4,9,0,20,7,0,4,0,2,0,0,8,12,2,2,8,4,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 63",18,20,24,23,12,15,22,8,39,8,29,36,21,10,0,10,8,5,33,96,34,21,8,23,41,6,0,6,8,13,0,10,5,14,0,4,10,20,42,17,12,5,9,10,2,8,2,5,7,0,10,0,0,8,0,5,0,30,10,41,21,0,1,11,0,0,5,2,0,0,7,13,3,0,31,4,0,2,0,7,0,0,10,8,0,1,9,10,0,0,0,0,0,0,0,1,0,0,0,0
"Cell 64",20,31,16,29,30,16,18,15,33,18,18,7,14,16,3,12,35,21,9,64,58,36,12,13,29,4,3,5,22,12,0,7,8,45,2,13,13,20,31,5,4,9,9,18,16,4,0,2,10,7,8,0,0,17,0,4,2,20,12,37,17,0,1,5,0,0,3,0,10,0,14,0,1,0,11,1,0,2,0,9,1,0,6,9,0,2,15,15,0,7,0,0,0,0,0,3,0,2,0,0
"Cell 65",19,17,17,17,27,28,25,8,46,13,18,11,21,9,2,6,11,17,10,75,42,23,10,12,19,10,4,6,12,9,0,11,10,21,0,7,15,25,26,4,11,11,18,8,11,5,3,5,8,2,6,0,0,9,0,0,2,31,10,26,10,0,2,5,2,0,4,0,2,0,2,2,1,0,19,14,0,6,0,9,3,0,2,8,0,5,10,15,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 66",21,23,24,16,17,8,18,22,32,11,18,18,17,14,6,9,12,11,9,51,24,33,14,6,26,7,5,9,14,8,0,17,13,22,0,18,6,16,31,4,7,7,16,12,15,6,0,10,7,0,10,0,0,4,1,2,3,18,6,22,7,0,6,11,0,0,0,0,2,0,3,1,0,0,14,5,0,8,0,0,0,0,0,19,0,0,6,10,0,7,0,0,0,0,0,0,0,2,0,0
"Cell 67",21,35,20,29,18,7,26,7,29,6,17,12,6,7,0,25,32,20,22,97,22,15,8,14,18,5,4,8,20,18,0,6,10,8,0,5,8,31,36,11,15,9,10,7,3,5,0,4,8,0,8,0,0,10,0,4,2,14,14,25,14,0,13,8,0,0,0,7,6,0,5,4,0,0,39,6,0,4,0,5,1,0,2,6,0,0,12,8,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 68",16,17,21,33,15,9,36,1,25,18,16,11,23,7,0,9,12,20,16,87,42,24,5,27,16,6,9,8,8,12,0,11,2,15,2,9,3,33,34,12,5,8,11,4,6,2,2,7,9,0,0,0,0,11,0,0,5,21,17,25,9,0,7,8,0,2,5,2,0,0,3,5,0,0,13,0,0,2,0,6,6,0,11,0,0,0,14,7,0,0,1,0,0,0,0,0,0,3,0,0
"Cell 69",28,30,24,24,14,12,26,14,25,8,20,17,16,14,1,11,17,7,13,75,32,21,7,18,24,11,4,13,9,7,0,5,6,16,0,5,7,28,38,4,8,17,22,4,14,19,1,7,12,0,11,0,0,10,0,2,8,11,9,25,13,0,9,11,0,0,7,0,0,0,1,4,0,0,16,9,0,1,0,3,5,0,9,12,2,0,5,11,0,0,1,0,0,0,0,0,0,0,0,0
"Cell 70",24,23,16,29,27,6,9,8,27,8,22,10,19,10,7,21,21,11,12,73,26,24,10,17,26,8,4,12,16,14,0,3,10,15,0,18,10,32,32,5,12,16,16,6,20,7,0,12,8,3,1,0,0,10,1,4,0,27,10,24,16,0,6,11,0,3,5,1,0,0,5,3,0,4,46,10,0,2,0,12,4,0,3,5,0,0,11,16,0,6,1,0,0,0,0,3,0,2,0,0
"Cell 71",14,21,16,24,7,13,14,20,52,7,21,12,21,6,0,24,21,11,24,96,27,13,5,9,11,4,5,9,7,24,0,6,1,17,0,7,11,31,30,8,10,14,12,6,11,12,3,10,13,1,7,0,0,7,1,0,5,17,18,39,14,0,6,6,0,2,0,5,0,0,3,0,2,0,28,1,0,5,0,9,3,0,9,10,0,0,7,14,0,4,0,0,0,0,0,0,0,1,0,0
"Cell 72",14,22,26,35,31,11,21,7,18,11,23,18,13,16,9,9,23,18,12,75,36,15,7,13,19,6,3,6,11,11,0,4,20,29,0,20,16,19,37,20,11,9,24,2,14,8,0,2,13,0,4,0,0,12,0,7,7,7,11,45,16,0,5,13,0,2,3,5,3,0,18,0,0,0,15,10,0,2,0,8,0,1,5,8,0,0,8,17,0,5,0,0,0,0,0,0,0,0,2,0
"Cell 73",24,32,25,18,33,10,29,13,44,14,35,22,12,13,0,24,15,14,15,114,25,23,10,13,37,8,4,8,21,9,0,4,2,17,3,6,13,24,52,2,3,14,6,9,6,2,5,1,8,0,8,0,0,11,0,3,0,16,19,30,21,0,4,3,0,8,2,1,0,0,3,3,0,2,30,0,0,4,0,3,8,0,12,12,0,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 74",25,40,19,26,14,15,16,11,47,3,25,10,12,2,1,21,37,18,19,111,39,37,10,4,24,3,6,20,18,6,0,11,10,12,0,6,20,22,53,12,17,15,9,13,6,4,0,5,10,0,4,0,0,8,0,8,3,22,16,38,9,0,11,10,0,0,0,0,3,0,10,0,0,0,18,2,0,12,0,2,0,0,5,16,0,0,10,16,2,1,0,0,0,0,0,0,0,0,0,0
"Cell 75",15,26,14,11,13,19,18,13,23,9,36,18,8,10,0,41,21,27,22,84,43,19,14,9,30,4,7,9,18,15,0,5,6,21,0,11,18,31,18,5,21,3,12,4,7,3,1,5,9,0,4,0,0,5,0,3,3,31,15,27,16,1,5,11,0,0,11,1,10,0,11,0,0,2,13,2,0,4,0,9,0,0,6,17,0,0,11,12,0,5,0,0,0,0,0,2,1,0,0,0
"Cell 76",35,28,28,17,43,9,36,8,21,14,15,19,21,19,6,11,17,16,4,67,22,25,9,14,29,4,8,7,23,8,0,4,7,20,2,13,6,13,40,2,9,6,6,24,11,9,0,6,11,0,4,0,1,23,0,3,3,13,10,30,12,0,8,14,0,0,6,1,2,0,12,0,0,0,31,12,2,8,1,8,6,0,8,2,0,0,7,12,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 77",21,33,28,34,18,5,40,10,36,15,24,14,11,15,3,26,23,15,12,97,35,35,16,16,48,13,8,3,20,18,0,12,9,5,4,11,4,23,39,16,17,11,10,12,12,4,0,4,10,0,9,0,0,8,0,2,0,17,18,19,16,0,5,11,0,4,2,5,1,0,0,0,0,0,23,4,0,1,0,3,4,0,4,7,0,0,6,20,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 78",18,25,24,20,13,4,25,10,38,8,15,15,25,13,0,9,10,15,30,102,23,19,6,12,25,17,4,8,21,13,0,12,6,14,0,7,12,7,47,19,10,5,12,11,7,15,1,2,10,0,13,0,0,14,0,5,2,18,5,28,19,0,3,4,0,3,2,0,0,0,7,5,1,0,32,7,0,3,0,2,1,0,4,5,0,1,7,21,0,0,0,0,2,0,0,0,0,1,0,0
"Cell 79",18,47,23,8,15,16,16,8,24,4,36,14,12,4,0,24,19,16,42,73,34,25,10,20,24,7,0,6,20,11,0,25,3,26,2,3,20,30,34,15,5,9,13,14,9,5,3,4,10,2,0,0,0,3,0,0,4,18,3,19,38,0,10,10,0,0,9,0,1,1,10,2,0,0,23,7,0,6,0,6,3,0,1,12,2,2,18,15,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 80",14,17,35,16,17,13,26,7,51,9,20,26,32,13,2,4,24,19,22,43,27,25,2,10,22,12,2,5,12,4,0,14,8,27,0,6,8,18,42,8,5,7,26,3,12,8,3,2,19,5,5,0,0,10,0,4,0,19,9,29,22,0,7,5,0,0,0,0,3,0,23,1,0,0,21,1,0,3,0,5,0,0,1,5,0,0,3,18,0,1,0,0,0,0,0,0,0,1,0,0
"Cell 81",39,20,30,12,25,7,27,13,27,15,25,22,21,18,4,17,13,24,17,82,33,23,10,12,22,4,4,3,5,21,0,12,5,20,0,7,14,16,28,4,5,9,8,6,4,2,1,3,2,0,3,0,0,14,0,4,2,25,22,29,23,0,5,6,0,5,0,1,0,0,12,3,0,1,21,1,0,2,0,3,7,0,3,3,0,0,6,24,0,4,0,0,0,0,0,0,0,1,0,0
"Cell 82",43,35,25,15,20,18,22,12,25,27,14,8,19,13,10,20,33,27,6,86,45,26,13,6,16,14,14,7,18,16,0,11,17,15,1,19,11,19,37,6,22,8,14,6,7,4,0,12,19,0,4,0,4,8,0,0,6,15,30,44,15,0,5,6,0,2,3,10,7,0,12,1,5,0,14,3,1,8,0,7,0,0,1,7,0,0,15,9,0,10,0,0,0,0,0,0,0,0,0,0
"Cell 83",32,34,21,33,17,9,13,10,44,3,29,15,18,7,0,31,22,17,23,97,21,12,10,10,17,11,2,13,7,12,0,10,3,5,0,4,13,19,38,14,15,15,13,14,8,6,3,11,13,0,4,0,0,9,0,6,0,12,8,31,22,0,14,18,0,0,10,4,5,0,4,5,1,0,37,2,0,3,0,5,0,0,3,3,0,0,12,7,0,1,0,0,0,0,0,0,0,0,0,1
"Cell 84",21,28,22,28,12,12,21,10,46,4,28,15,19,6,0,9,11,17,22,72,44,28,14,23,12,5,2,4,18,4,0,15,2,20,2,3,4,23,36,11,11,2,8,7,19,5,1,10,14,0,8,0,0,9,1,15,7,16,9,23,20,0,15,8,0,0,8,0,3,0,3,5,0,0,23,5,0,2,0,4,3,0,15,13,0,4,10,12,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 85",29,29,13,16,22,8,16,30,27,14,11,24,13,9,4,9,26,8,21,94,60,6,14,15,22,5,2,2,13,3,0,17,14,17,5,16,8,9,36,21,14,13,13,24,9,4,5,10,6,1,9,0,0,7,1,0,7,14,8,42,22,0,2,10,0,0,5,1,5,2,11,0,3,0,19,14,0,11,0,7,0,0,9,4,0,0,7,12,0,4,0,0,3,0,0,5,0,3,0,0
"Cell 86",17,23,43,18,15,9,26,5,45,6,24,11,24,2,0,20,9,19,21,71,25,22,9,22,13,12,1,9,14,13,0,14,0,14,0,5,7,26,61,16,3,9,4,7,16,12,16,1,5,0,4,0,0,7,0,8,2,16,6,14,22,0,7,7,0,0,0,1,2,0,4,4,0,0,21,0,0,5,0,3,3,0,8,7,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 87",23,27,26,29,25,6,26,10,34,11,18,8,28,11,4,8,13,15,6,71,23,27,11,7,16,8,11,1,13,14,0,12,5,15,0,20,6,25,34,4,12,3,11,7,8,4,4,2,15,0,3,0,0,24,2,1,8,9,7,32,6,0,1,8,0,5,6,0,0,0,9,0,0,0,18,5,0,10,0,8,4,0,2,6,0,0,8,12,0,11,0,0,0,0,0,0,0,0,0,0
"Cell 88",28,27,15,30,17,3,19,24,17,10,13,12,12,5,0,6,16,21,12,109,27,24,12,16,25,5,6,9,13,12,0,7,4,22,2,9,8,32,36,8,13,16,4,8,11,3,0,3,1,0,5,0,0,15,1,0,4,13,13,24,9,0,1,6,0,0,5,0,3,0,12,3,2,0,16,3,1,6,0,3,1,0,8,15,0,0,3,7,0,5,0,0,0,0,0,0,0,2,0,0
"Cell 89",10,29,18,40,24,15,31,20,29,11,20,13,12,14,0,9,13,22,22,73,34,30,5,16,22,25,5,0,12,10,0,21,7,13,0,11,6,8,33,19,18,15,7,13,11,11,0,12,10,0,9,0,0,13,6,4,0,16,21,20,13,0,3,0,0,2,0,2,2,0,11,5,8,0,8,1,0,4,0,11,0,0,1,9,0,0,10,14,0,4,0,0,1,0,0,0,0,0,0,0
"Cell 90",18,25,33,46,25,17,14,8,35,9,30,27,25,13,0,45,34,26,12,76,22,25,12,17,31,9,7,8,18,11,0,6,8,12,2,14,4,19,41,4,9,10,13,6,14,3,0,3,10,0,6,0,0,15,0,4,0,26,22,43,13,0,13,9,0,2,3,10,3,0,16,3,0,0,33,2,0,3,0,12,7,1,4,6,2,0,7,17,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 91",34,23,29,24,21,14,14,21,49,4,16,21,27,15,0,13,16,21,12,46,36,21,8,7,20,2,6,0,8,4,0,10,7,27,0,14,16,17,23,13,9,5,8,8,11,6,0,7,17,1,12,0,1,9,0,3,0,13,13,33,13,0,11,13,0,0,0,0,2,0,7,0,3,0,26,3,0,10,0,2,0,1,1,9,0,0,3,9,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 92",17,28,16,28,24,9,22,11,35,11,15,6,3,11,0,9,3,16,27,54,44,11,3,24,32,8,1,9,20,10,0,18,4,31,0,8,10,36,30,19,10,18,3,15,25,4,3,12,8,0,8,0,0,6,6,2,5,21,17,19,20,0,6,13,0,0,1,0,0,0,20,7,2,0,25,3,0,0,0,4,0,0,13,17,0,0,15,8,0,0,0,0,0,0,0,0,0,6,0,0
"Cell 93",12,29,12,14,30,3,26,23,31,17,11,27,19,19,0,7,29,11,19,80,30,23,9,11,20,8,5,1,22,9,0,9,7,15,0,7,7,13,36,5,26,5,15,13,11,12,0,17,8,2,2,0,0,16,0,7,0,23,9,24,15,0,9,9,0,0,1,0,2,0,8,5,1,1,20,4,2,4,0,4,0,0,0,15,0,0,5,9,0,7,1,0,0,0,0,0,0,0,0,0
"Cell 94",17,20,19,22,11,12,29,14,22,10,24,8,18,8,1,11,10,15,19,60,11,24,7,32,22,21,3,12,6,13,0,21,4,8,0,6,5,24,35,0,6,8,12,4,11,3,8,6,17,0,9,3,0,24,1,14,6,30,16,20,16,0,10,14,0,4,1,5,0,0,3,9,2,1,22,0,0,0,0,2,3,0,3,7,2,5,9,9,0,0,1,0,0,1,0,0,0,0,0,0
"Cell 95",24,43,25,14,21,11,15,49,38,6,26,15,11,7,2,18,14,24,18,70,32,27,13,25,38,11,4,9,19,8,0,2,8,12,0,9,13,3,29,5,10,9,6,6,10,8,0,12,4,0,5,0,0,6,6,17,0,28,10,19,19,0,3,6,0,1,4,1,3,0,11,2,2,2,30,0,0,1,0,8,3,0,2,12,0,1,10,7,0,3,0,0,0,0,0,1,0,3,0,0
"Cell 96",20,51,18,16,13,8,13,16,38,12,29,12,29,11,0,21,29,12,36,82,27,12,16,6,22,7,0,3,15,11,0,11,5,8,4,6,18,11,52,15,4,11,27,9,6,10,2,10,15,0,13,0,0,20,0,4,1,18,11,26,22,1,11,10,0,0,0,1,4,0,4,1,5,0,27,5,0,7,0,3,0,0,10,10,0,2,3,21,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 97",9,29,35,26,9,18,17,8,44,5,17,23,25,4,0,12,20,21,40,63,26,36,8,27,31,2,3,3,10,13,0,14,3,23,0,1,15,11,25,21,9,13,7,13,17,4,2,18,9,0,11,0,0,10,3,4,4,21,8,26,9,0,8,11,0,1,0,0,0,0,7,7,5,0,18,0,0,0,0,10,0,0,1,7,0,0,2,19,0,0,0,0,0,4,0,0,0,5,0,1
"Cell 98",19,38,20,32,11,9,28,14,41,1,36,11,15,4,0,15,13,10,33,67,34,28,12,17,21,7,0,11,28,22,0,14,1,16,2,5,7,20,45,9,14,7,17,13,10,3,2,0,8,0,6,0,0,7,3,2,9,18,8,10,27,0,5,14,0,0,1,0,3,0,0,1,3,0,8,4,0,4,0,1,0,0,14,6,0,0,13,11,1,1,0,0,0,0,0,0,0,0,0,0
"Cell 99",13,40,22,12,9,24,12,6,42,8,15,13,14,8,0,19,8,27,32,83,35,21,7,10,19,16,7,2,22,15,0,23,2,6,0,2,11,12,37,9,10,7,7,6,13,4,8,3,9,0,6,0,0,10,0,2,0,24,24,19,18,0,6,4,0,5,1,8,3,0,1,2,5,0,16,4,0,3,0,9,0,0,4,9,0,5,6,15,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 100",20,29,25,38,11,6,9,10,31,12,18,10,10,7,0,12,10,20,14,74,29,18,4,10,12,19,3,21,12,10,0,20,6,23,0,7,6,22,25,8,14,11,7,14,26,15,0,13,3,0,5,0,0,5,0,4,7,14,11,28,10,0,0,5,0,0,6,2,3,0,9,0,3,0,22,3,0,4,0,16,3,0,8,15,0,0,16,13,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 101",31,32,10,18,31,11,20,10,32,16,24,10,11,16,3,6,23,19,20,82,44,27,8,2,37,19,7,4,18,12,0,25,14,17,0,16,4,17,27,16,11,16,11,23,15,7,1,11,6,0,11,0,0,11,0,4,0,14,15,35,20,0,2,14,0,0,3,3,7,1,2,0,0,0,4,1,0,12,0,5,0,0,6,14,0,0,19,15,0,8,0,0,2,0,0,0,0,1,0,0
"Cell 102",29,54,10,23,12,9,12,16,52,7,23,10,12,12,0,39,25,15,20,63,21,20,5,17,34,6,3,7,36,20,0,11,2,12,4,1,8,27,30,11,3,9,7,8,3,7,6,3,11,0,7,0,2,3,0,1,10,11,20,17,13,0,8,8,0,2,14,4,4,0,14,10,2,0,19,4,0,2,0,19,1,0,14,12,3,0,16,5,0,0,0,0,3,0,0,0,0,0,0,0
"Cell 103",26,44,27,25,15,14,32,23,28,15,12,16,17,15,0,7,18,22,15,58,27,37,2,11,13,16,12,4,23,7,0,8,7,15,1,9,9,19,26,19,10,5,19,3,10,7,0,3,26,2,8,0,1,6,10,7,0,18,18,29,11,0,6,7,0,4,4,0,2,0,15,5,2,0,15,5,0,0,1,6,0,0,5,12,2,3,5,7,0,7,2,0,0,0,0,0,0,0,0,0
"Cell 104",16,32,17,30,15,16,28,7,40,6,29,28,22,8,2,21,5,23,24,77,37,44,10,24,24,12,5,5,8,22,0,11,2,23,0,6,18,16,25,5,11,8,22,4,13,2,6,3,10,0,12,0,0,18,5,18,0,35,6,10,15,0,4,9,0,0,0,0,0,0,6,13,1,5,18,17,0,0,0,10,2,0,0,5,0,1,3,29,0,5,0,0,0,1,0,0,0,0,0,0
"Cell 105",11,25,30,21,7,33,37,10,38,8,49,17,20,4,4,31,21,31,50,93,21,40,9,35,16,12,0,3,12,13,0,14,3,13,1,4,12,22,27,26,7,6,11,12,8,6,7,6,9,3,10,0,0,10,0,5,0,38,13,17,25,0,3,12,0,0,0,11,2,0,5,3,0,0,22,9,0,1,0,1,4,0,3,11,0,3,11,14,0,0,0,0,0,2,0,0,0,0,0,2
"Cell 106",32,31,21,20,23,12,21,12,29,13,45,28,9,22,0,24,12,29,10,78,31,26,12,5,23,10,9,9,13,21,0,12,7,4,0,12,19,27,32,6,9,3,8,12,5,13,5,1,8,0,12,0,0,7,0,0,1,15,7,20,9,0,5,6,0,0,5,0,1,0,9,0,7,0,16,0,0,11,0,6,0,0,5,13,0,0,2,14,0,9,0,0,0,0,0,1,0,4,0,0
"Cell 107",36,31,8,20,12,10,13,10,49,4,27,13,21,9,0,16,16,19,16,78,27,12,3,18,34,2,2,18,16,15,1,11,7,14,0,4,5,42,51,13,19,21,6,8,9,9,0,13,10,0,4,0,1,7,0,2,4,29,9,24,17,0,20,4,0,0,7,3,3,0,0,1,0,0,36,9,0,1,0,3,3,0,5,14,0,0,15,11,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 108",29,28,31,18,21,14,19,12,38,12,23,24,23,6,0,14,15,30,14,108,39,39,3,31,14,11,4,10,17,8,0,2,6,19,2,9,8,17,26,3,12,2,6,9,5,1,0,0,8,0,15,0,0,8,0,5,0,32,12,21,13,0,9,16,0,0,8,2,0,0,4,6,3,1,20,4,0,0,0,4,12,1,1,6,0,1,4,11,0,2,2,0,0,0,0,0,0,1,0,0
"Cell 109",26,19,28,27,8,5,14,16,30,7,30,18,13,8,0,13,5,19,22,51,23,19,7,10,25,7,1,7,15,10,0,27,5,11,0,5,10,36,40,7,12,7,4,17,7,13,2,3,11,0,7,0,0,4,4,2,0,18,13,21,22,0,23,6,0,0,7,1,0,0,10,0,1,0,13,4,0,5,0,8,0,0,3,3,0,1,15,10,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 110",14,34,17,30,14,14,19,2,44,7,42,22,28,9,0,17,20,7,14,65,34,22,13,7,33,12,6,6,17,7,0,5,5,29,0,10,12,39,29,10,18,17,7,11,19,10,3,6,5,5,8,0,1,8,0,0,12,6,9,31,15,0,19,9,0,0,5,0,3,0,27,0,2,0,17,2,0,11,0,12,3,0,1,13,0,0,17,10,0,6,0,0,2,0,0,0,2,3,0,0
"Cell 111",23,40,40,25,21,11,15,11,33,7,22,15,5,8,3,14,15,26,16,55,19,27,4,15,6,8,2,5,14,7,0,9,3,26,0,8,10,28,31,2,10,2,2,7,15,8,4,0,10,0,3,0,1,21,5,6,1,9,5,23,15,0,9,4,0,0,2,0,1,0,14,3,3,0,26,6,0,6,0,2,3,0,3,14,0,0,9,12,0,2,2,0,0,0,0,0,0,10,1,0
"Cell 112",20,46,13,18,16,13,6,16,18,12,23,19,9,10,0,14,17,18,18,55,23,18,8,20,36,13,2,14,22,10,0,19,6,21,0,10,12,13,29,11,19,17,18,11,28,7,2,12,16,0,5,0,0,5,2,5,11,21,8,26,14,0,4,10,0,0,4,0,10,0,15,7,1,0,26,7,0,2,0,13,0,0,7,11,0,0,12,15,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 113",12,13,27,21,16,7,30,11,24,5,20,12,22,7,7,4,10,18,32,64,19,30,11,15,32,8,0,5,5,3,0,8,7,22,0,15,14,10,47,4,1,5,0,16,19,9,5,13,9,1,4,0,0,15,1,5,2,13,6,39,21,0,12,5,0,0,4,0,1,0,14,0,0,0,17,9,0,4,0,6,3,0,6,1,2,2,11,18,0,0,0,0,0,0,0,0,2,1,0,0
"Cell 114",35,21,29,34,17,10,35,8,60,14,21,13,15,12,0,19,17,18,17,92,36,14,2,29,27,10,4,2,16,11,0,14,6,23,0,2,7,22,38,7,10,22,17,5,10,13,1,1,8,0,7,0,6,9,0,4,2,25,17,23,16,0,8,21,0,3,6,3,1,1,4,13,0,0,17,1,0,0,0,8,10,0,6,6,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 115",23,25,31,8,13,4,23,19,29,15,16,25,13,8,1,10,18,11,19,62,38,17,9,5,14,9,2,9,11,11,0,7,11,14,0,7,6,17,37,12,11,5,21,8,12,19,0,14,18,0,11,0,0,5,5,0,3,9,11,31,16,1,3,7,0,0,3,0,6,1,4,0,0,0,11,6,0,4,0,5,0,0,2,12,0,0,6,14,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 116",34,37,22,20,20,5,23,9,36,13,19,18,6,17,0,17,30,6,16,120,33,13,8,9,37,9,2,5,38,9,0,10,9,15,0,9,17,25,46,12,15,5,6,28,1,23,0,3,2,0,3,0,5,9,0,2,12,7,12,42,21,0,1,15,0,0,9,4,7,0,8,4,5,0,19,9,0,4,1,12,0,0,6,18,0,0,11,11,0,5,0,0,0,0,0,0,0,0,2,0
"Cell 117",20,35,31,38,17,11,17,17,17,9,15,13,7,8,5,13,31,16,22,82,24,33,12,8,11,15,3,6,8,11,0,9,7,17,1,6,16,32,39,8,25,11,5,6,7,3,0,10,7,0,5,0,0,14,0,7,0,13,9,35,17,0,6,4,0,0,2,0,2,0,9,4,0,1,22,3,0,0,0,7,3,0,1,18,0,3,9,17,0,2,0,0,0,0,0,1,0,0,0,0
"Cell 118",20,32,34,34,18,13,8,16,30,6,18,13,17,7,5,11,13,7,18,69,23,42,3,11,20,3,2,3,10,10,0,8,5,10,0,8,16,23,44,7,19,16,20,5,17,1,2,0,21,0,16,0,0,15,7,6,0,27,7,19,17,0,7,11,0,4,0,0,0,0,7,2,2,0,34,11,0,0,0,3,2,0,6,7,0,4,0,26,0,0,0,0,0,1,0,0,0,0,0,0
"Cell 119",14,32,28,38,37,6,24,11,28,5,22,10,14,19,2,25,20,14,9,69,35,23,7,4,20,5,10,3,11,9,0,6,8,7,0,13,6,19,39,11,25,4,4,20,11,10,0,9,6,0,6,0,0,7,0,2,0,11,16,34,6,0,4,7,0,0,0,2,3,0,9,1,3,0,20,9,0,11,0,0,4,0,3,9,0,1,6,13,0,13,2,0,0,0,0,0,0,0,0,0
"Cell 120",20,26,13,21,13,11,27,13,28,12,32,9,24,13,6,12,19,11,28,60,36,14,13,19,12,8,3,3,17,2,0,25,12,29,0,7,8,13,22,17,19,13,12,14,17,5,0,7,6,0,4,0,2,18,4,1,6,28,12,26,21,0,5,16,0,0,4,2,6,0,16,7,3,0,14,9,0,2,0,4,0,0,0,6,0,0,8,15,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 121",18,38,25,37,14,11,20,20,50,10,31,7,19,7,0,36,45,13,20,91,51,21,11,5,19,4,2,12,29,15,0,13,6,25,0,8,5,17,25,9,12,13,34,7,4,6,1,10,15,0,4,0,0,9,0,2,7,7,9,35,25,0,10,16,0,0,6,9,8,0,13,0,2,0,24,6,0,4,0,8,0,0,9,10,0,0,10,12,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 122",34,37,15,19,27,10,27,13,32,14,13,22,12,11,2,15,11,13,5,68,43,24,17,7,16,9,9,5,21,11,0,17,10,27,0,20,5,16,29,5,14,2,8,8,11,6,0,9,10,0,3,0,1,13,0,1,4,16,21,31,16,0,5,5,0,0,6,3,3,0,6,7,2,0,19,4,0,8,0,5,1,0,3,9,1,0,3,9,0,9,0,1,0,0,0,0,0,0,3,0
"Cell 123",47,34,14,24,23,11,26,20,18,5,28,8,13,17,5,15,22,9,4,67,26,19,13,4,24,3,12,6,9,12,0,13,11,17,0,20,8,13,37,3,16,5,11,14,6,7,0,13,10,0,2,0,0,4,9,0,7,14,14,37,8,0,6,22,0,0,3,0,4,0,10,0,0,0,36,2,1,5,0,1,0,0,3,16,0,0,4,10,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 124",21,47,10,13,28,11,37,17,38,10,16,25,17,15,2,17,30,23,14,65,33,29,17,11,18,8,5,2,14,8,0,4,8,19,3,7,13,11,28,9,18,3,16,7,9,10,0,6,8,0,7,0,0,7,4,3,7,7,22,23,9,0,4,8,0,4,0,4,6,0,23,0,10,0,10,0,0,13,0,1,0,0,0,10,0,0,4,10,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 125",18,22,28,25,18,10,25,8,25,3,15,20,20,13,0,12,17,8,22,86,20,16,1,12,32,9,3,3,3,7,0,18,4,8,0,5,7,17,32,3,18,11,20,9,16,8,0,10,10,0,5,0,0,14,0,3,2,13,4,22,12,0,7,16,0,3,1,3,0,2,6,4,0,0,24,11,0,6,0,8,5,1,7,5,0,4,5,19,0,2,1,0,0,0,0,0,0,0,0,0
